N,alpha,Kernel,Slip0,SlipBFGS,SlipScarp,SlipSur,Scarp,Sur,BFGS
512,1.00E-07,1,18.7685117721558,4.28463506698608,1.29023671150208,1.13520121574402,0.402,0,19.6004414558411
512,1.00E-06,1,16.8984274864196,1.34038710594177,2.39548277854919,1.09729933738709,0.402,0,19.6004414558411
512,1.00E-05,1,14.8705236911774,1.45908427238464,1.16525912284851,1.07938528060913,0.402,0,19.6004414558411
512,0.0001,1,6.4148983955383,1.55847382545471,1.15964245796204,15.4650728702545,0.402,0,19.6004414558411
512,0.001,1,0.310114383697595,5.82222127914429,2.23030281066895,4.61072850227356,0.402,0,19.6004414558411
1024,1.00E-07,1,32.5649302005768,4.94582533836365,2.08021259307861,1.5828709602356,1.64,0,20.993545293808
1024,1.00E-06,1,35.0061333179474,7.7163577079773,1.35484528541565,1.55987048149109,1.64,0,20.993545293808
1024,1.00E-05,1,19.3276023864746,3.42796230316162,0.908186674118042,1.54305624961853,1.64,0,20.993545293808
1024,0.0001,1,14.3110692501072,4.46692633628845,11.2981190681458,18.9073450565338,1.64,0,20.993545293808
1024,0.001,1,1.689640760421,13.0315022468567,4.88214564323425,8.52362895011902,1.64,0,20.993545293808
2048,1.00E-07,1,118.313940763474,18.8974289894104,2.36517214775085,2.71746444702148,1.366,0,22.91872382164
2048,1.00E-06,1,96.942034244537,15.0913162231445,2.52603840827942,2.70833325386047,1.366,0,22.91872382164
2048,1.00E-05,1,52.508920669556,21.7777261734009,8.74873995780945,3.99060773849487,1.366,0,22.91872382164
2048,0.0001,1,29.817296504974,34.444060087204,23.9847753047943,40.4369316101074,1.366,0,22.91872382164
2048,0.001,1,2.83576369285601,41.8183689117432,20.9898748397827,17.7618618011475,1.366,0,22.91872382164
4096,1.00E-07,1,372.54240489006,46.0401725769043,3.76244211196899,6.98477149009705,3.714,0,18.4535694122314
4096,1.00E-06,1,229.74755525589,68.6626679897308,6.29563975334168,7.06520462036133,3.714,0,18.4535694122314
4096,1.00E-05,1,104.005712509156,119.07900595665,23.2310075759888,230.387234449387,3.714,0,18.4535694122314
4096,0.0001,1,109.813891410827,91.5254936218262,101.685248374939,67.5700688362122,3.714,0,18.4535694122314
4096,0.001,1,14.824168920517,93.275942325592,53.0630979537964,114.660264730453,3.714,0,18.4535694122314
8192,1.00E-07,1,1822.6926021576,207.539925575256,13.0856294631958,14.6887395381927,7.437,0,20.6766421794891
8192,1.00E-06,1,914.260290861122,249.947720527649,383.786867856979,277.230371952057,7.437,0,20.6766421794891
8192,1.00E-05,1,685.036134481439,350.591315984726,5.79907608032227,558.457446575165,7.437,0,20.6766421794891
8192,0.0001,1,9.97137141226767,948.669754266739,512.438901662827,457.21748995781,7.437,0,20.6766421794891
8192,0.001,1,53.6210525035958,965.7171022892,341.794332742691,1226.23636555672,7.437,0,20.6766421794891
512,1.00E-07,2,10.2396974563599,1.33615493774414,2.35196328163147,1.76961517333984,0.483,0,14.3867905139923
512,1.00E-06,2,14.6119723320007,1.3097083568573,1.98594999313355,2.75180506706238,0.483,0,14.3867905139923
512,1.00E-05,2,14.6045846939087,0.570663452148438,1.1003110408783,2.24966740608215,0.483,0,14.3867905139923
512,0.0001,2,10.2988815307617,2.19489216804504,2.64453291893005,2.82278800010681,0.483,0,14.3867905139923
512,0.001,2,4.4133973121643,2.75509858131409,4.4773645401001,4.50934529304504,0.483,0,14.3867905139923
1024,1.00E-07,2,37.6600947380066,3.10414552688599,3.75451350212097,1.79448843002319,0.764,0,13.4750530719757
1024,1.00E-06,2,17.0178263187408,4.27163314819336,1.79988431930542,1.7460789680481,0.764,0,13.4750530719757
1024,1.00E-05,2,19.914824962616,4.08012413978577,1.85040497779846,1.7654230594635,0.764,0,13.4750530719757
1024,0.0001,2,15.7459864616394,4.22163200378418,4.6428542137146,13.0203795433044,0.764,0,13.4750530719757
1024,0.001,2,6.21161651611331,8.88232731819153,7.02615284919739,10.0918409824371,0.764,0,13.4750530719757
2048,1.00E-07,2,82.752863407135,5.72765398025513,1.89836263656616,3.11370277404785,1.422,0,12.420422077179
2048,1.00E-06,2,86.348927259445,10.6759872436523,1.93944239616394,4.45409178733826,1.422,0,12.420422077179
2048,1.00E-05,2,53.625968694687,11.3428428173065,14.7548043727875,5.60425281524658,1.422,0,12.420422077179
2048,0.0001,2,53.906819105148,12.9069275856018,20.5406694412231,18.3727731704712,1.422,0,12.420422077179
2048,0.001,2,4.26267957687401,23.137540102005,21.8539221286774,37.8752241134644,1.422,0,12.420422077179
4096,1.00E-07,2,392.722876787186,46.848616361618,6.39507961273193,10.1167724132538,3.414,0,18.2825615406036
4096,1.00E-06,2,146.714651107788,47.9863743782043,19.3992114067078,9.995285987854,3.414,0,18.2825615406036
4096,1.00E-05,2,159.811958074569,52.6693060398102,85.5304024219513,151.043680429459,3.414,0,18.2825615406036
4096,0.0001,2,62.102729320527,61.1826968193054,94.6574392318726,47.3899974822998,3.414,0,18.2825615406036
4096,0.001,2,9.04945302009492,76.5329003334045,100.975772857666,129.736609935761,3.414,0,18.2825615406036
8192,1.00E-07,2,2304.84181571007,194.378793716431,15.1724963188171,7.57281732559204,4.374,0,17.4963474273682
8192,1.00E-06,2,809.255509614944,198.200794696808,49.3528702259064,1224.33549928665,4.374,0,17.4963474273682
8192,1.00E-05,2,550.419731140142,229.004921913147,277.979589223862,379.541337966919,4.374,0,17.4963474273682
8192,0.0001,2,87.5240821838379,261.992212533951,574.079127073288,625.05859041214,4.374,0,17.4963474273682
8192,0.001,2,35.4577863216368,464.89445400238,561.814206838608,661.595773220062,4.374,0,17.4963474273682
512,1.00E-07,3,20.8134799003601,2.74994325637817,0.871072053909302,3.36131548881531,0.463,0,12.7825148105621
512,1.00E-06,3,18.1149568557739,2.4700779914856,1.64804172515869,3.26140189170837,0.463,0,12.7825148105621
512,1.00E-05,3,15.9306116104126,2.77193307876587,1.6627368927002,3.23580837249756,0.463,0,12.7825148105621
512,0.0001,3,14.4294636249543,1.76844716072083,1.93223524093628,8.30817627906799,0.463,0,12.7825148105621
512,0.001,3,2.6009438037872,1.78973364830017,3.69698905944824,4.40348649024963,0.463,0,12.7825148105621
1024,1.00E-07,3,38.2935683727264,3.80326151847839,1.50371956825256,2.61686539649963,1.056,0,12.6767311096191
1024,1.00E-06,3,41.7739944458008,3.88786816596985,1.46006441116333,2.61172127723694,1.056,0,12.6767311096191
1024,1.00E-05,3,41.3364357948308,0.408271789550781,1.99224209785461,2.64039254188538,1.056,0,12.6767311096191
1024,0.0001,3,24.586646318435,0.42332649230957,7.66017556190491,20.1438145637512,1.056,0,12.6767311096191
1024,0.001,3,3.28108406066897,3.75397992134094,5.35965871810913,5.70686984062195,1.056,0,12.6767311096191
2048,1.00E-07,3,101.989760160446,9.19565391540527,2.55266404151916,7.19138121604919,1.776,0,13.6959524154663
2048,1.00E-06,3,121.595192909241,26.5125331878662,2.48344349861145,7.03373384475708,1.776,0,13.6959524154663
2048,1.00E-05,3,125.246077299118,27.7669825553894,5.97231841087341,18.9921276569366,1.776,0,13.6959524154663
2048,0.0001,3,54.737382411957,18.079882144928,22.4811949729919,41.934805393219,1.776,0,13.6959524154663
2048,0.001,3,5.479140520096,20.4746251106262,46.9143147468567,16.9430203437805,1.776,0,13.6959524154663
4096,1.00E-07,3,490.311558246613,46.1991765499115,11.9285616874695,8.57193350791931,3.254,0,15.4369475841522
4096,1.00E-06,3,439.751053810119,87.9435966014862,12.4873375892639,17.344179391861,3.254,0,15.4369475841522
4096,1.00E-05,3,535.385647535328,89.0665249824524,46.0558559894562,75.4117636680603,3.254,0,15.4369475841522
4096,0.0001,3,271.46295499801,82.1167743206024,63.6325943470001,125.199446439743,3.254,0,15.4369475841522
4096,0.001,3,37.9764211177901,127.967321872711,156.833163261414,159.570235967636,3.254,0,15.4369475841522
8192,1.00E-07,3,2263.69314718247,325.315818548203,13.2659530639648,41.5833168029785,6.159,0,13.9997181892395
8192,1.00E-06,3,2939.00863838196,258.920631408691,54.3807091712952,1070.38795924187,6.159,0,13.9997181892395
8192,1.00E-05,3,2393.37514638901,348.853485107422,222.815495729446,324.392210960388,6.159,0,13.9997181892395
8192,0.0001,3,156.846794605262,400.554855108261,322.815502643585,423.408934593201,6.159,0,13.9997181892395
8192,0.001,3,37.7934091091129,408.722379684448,616.54709982872,749.822319746018,6.159,0,13.9997181892395
512,1.00E-07,4,26.0736126899719,1.6251335144043,1.65242743492126,0.327763795852661,0.43,0,13.7813210487366
512,1.00E-06,4,32.6145086288452,1.61008453369141,1.61765956878662,0.311138868331909,0.43,0,13.7813210487366
512,1.00E-05,4,19.6110167503357,2.58150553703308,3.11335706710815,0.311005592346191,0.43,0,13.7813210487366
512,0.0001,4,14.9534540176392,2.70525336265564,2.31370282173157,1.45165824890137,0.43,0,13.7813210487366
512,0.001,4,2.7584738731384,2.33424472808838,2.43869709968567,1.62207198143005,0.43,0,13.7813210487366
1024,1.00E-07,4,77.2512910366058,2.52529215812683,1.44915533065796,3.61883759498596,1.045,0,11.6570453643799
1024,1.00E-06,4,71.0235197544102,2.50074338912964,2.10287880897522,2.11195969581604,1.045,0,11.6570453643799
1024,1.00E-05,4,16.851501703262,3.24496912956238,1.73833584785461,2.90826511383057,1.045,0,11.6570453643799
1024,0.0001,4,17.672654151916,3.88325810432434,3.8121337890625,11.814551115036,1.045,0,11.6570453643799
1024,0.001,4,1.26276755333001,4.76051568984985,15.9861314296722,4.34198427200317,1.045,0,11.6570453643799
2048,1.00E-07,4,181.199074029922,7.4335150718689,2.57788157463074,3.72824358940125,1.713,0,13.9675717353821
2048,1.00E-06,4,114.081289291382,10.1525428295135,2.4489312171936,3.72924256324768,1.713,0,13.9675717353821
2048,1.00E-05,4,82.00297164917,13.2436950206757,4.42491912841797,53.7554848194122,1.713,0,13.9675717353821
2048,0.0001,4,31.044076919556,15.9744462966919,16.3158593177795,32.2622311115265,1.713,0,13.9675717353821
2048,0.001,4,3.55737066268898,12.1492829322815,37.2034890651703,45.2115807533264,1.713,0,13.9675717353821
4096,1.00E-07,4,468.270663499832,17.1314830780029,5.07482123374939,12.0407450199127,3.697,0,12.5048730373383
4096,1.00E-06,4,284.030587673187,19.1489193439484,5.43077230453491,12.6447007656097,3.697,0,12.5048730373383
4096,1.00E-05,4,145.850727319718,30.4470517635345,149.576336860657,156.737330913544,3.697,0,12.5048730373383
4096,0.0001,4,27.494860172272,39.3769567012787,54.8602333068848,157.224104404449,3.697,0,12.5048730373383
4096,0.001,4,9.83915424346901,41.2102925777435,264.291146039963,85.4423797130585,3.697,0,12.5048730373383
8192,1.00E-07,4,1970.74923205376,242.490655422211,59.2219004631042,12.3526294231415,7.143,0,16.0160586833954
8192,1.00E-06,4,592.364542722703,72.5181028842926,106.062919855118,1232.67230606079,7.143,0,16.0160586833954
8192,1.00E-05,4,226.577024459835,129.051893949509,438.907099962235,886.094117164612,7.143,0,16.0160586833954
8192,0.0001,4,243.189452409746,370.210623979568,754.914110183716,543.326845645905,7.143,0,16.0160586833954
8192,0.001,4,27.3436713218693,345.95964884758,1621.46667575836,1027.14276719093,7.143,0,16.0160586833954
512,1.00E-07,5,23.8176341056824,2.32205557823181,0.914334297180176,0.859970331192017,0.559,0,9.51056098937988
512,1.00E-06,5,19.0698850154876,1.72259998321533,0.609217643737793,0.833056688308716,0.559,0,9.51056098937988
512,1.00E-05,5,19.708941936493,1.74583005905151,0.745346069335938,0.833940982818604,0.559,0,9.51056098937988
512,0.0001,5,16.38969373703,2.20657062530518,0.76142144203186,1.84015822410584,0.559,0,9.51056098937988
512,0.001,5,3.27710437774661,2.27378249168396,5.01338744163513,4.98770356178284,0.559,0,9.51056098937988
1024,1.00E-07,5,37.3148329257965,4.9933488368988,0.810415506362915,1.17663240432739,1.393,0,10.0598518848419
1024,1.00E-06,5,33.5400855541229,5.40758061408997,0.817898511886597,1.14983177185059,1.393,0,10.0598518848419
1024,1.00E-05,5,30.2298393249516,5.66097354888916,0.829800605773926,1.16184329986572,1.393,0,10.0598518848419
1024,0.0001,5,11.849338769912,8.97661113739014,9.27937889099121,22.5347697734833,1.393,0,10.0598518848419
1024,0.001,5,2.720092058182,4.26251363754272,7.46917080879211,8.66024589538574,1.393,0,10.0598518848419
2048,1.00E-07,5,107.949499368668,11.6602892875671,4.16112565994263,3.14358067512512,2.77,0,10.4379496574402
2048,1.00E-06,5,96.716911792755,11.9218518733978,2.23932027816772,3.14179563522339,2.77,0,10.4379496574402
2048,1.00E-05,5,59.034516096115,13.5781726837158,2.51040363311768,3.51406764984131,2.77,0,10.4379496574402
2048,0.0001,5,31.559182882309,24.8002932071686,39.6156561374664,33.5817251205444,2.77,0,10.4379496574402
2048,0.001,5,3.65295696258505,25.8330769538879,57.7134668827057,59.6814138889313,2.77,0,10.4379496574402
4096,1.00E-07,5,445.526888370514,37.7940866947174,8.14362359046936,5.09011268615723,3.247,0,10.6875731945038
4096,1.00E-06,5,353.419551372528,38.8213586807251,8.41205310821533,5.16786503791809,3.247,0,10.6875731945038
4096,1.00E-05,5,192.423268079758,67.5134809017181,164.784608602524,231.045252084732,3.247,0,10.6875731945038
4096,0.0001,5,19.94966387749,81.559868812561,141.313287734985,111.870000600815,3.247,0,10.6875731945038
4096,0.001,5,13.6128528118099,83.9898452758789,87.6043283939362,208.255625963211,3.247,0,10.6875731945038
8192,1.00E-07,5,1980.70717430114,193.054969787598,29.9918961524963,56.594651222229,5.825,0,11.1708931922913
8192,1.00E-06,5,1529.33155584335,222.107062339783,34.0800607204437,904.298328876495,5.825,0,11.1708931922913
8192,1.00E-05,5,690.806177616119,582.247364044189,1140.70566868782,413.601694107056,5.825,0,11.1708931922913
8192,0.0001,5,52.199633836748,678.995413780212,544.317392587662,381.794148445129,5.825,0,11.1708931922913
8192,0.001,5,18.8055467605586,681.900603294373,760.810452461243,634.309113025665,5.825,0,11.1708931922913
512,1.00E-07,6,12.2791588306427,4.55651378631592,0.815499305725098,0.318293809890747,0.387,0,7.12320232391357
512,1.00E-06,6,17.9805583953857,2.6956672668457,0.788707494735718,0.301937580108643,0.387,0,7.12320232391357
512,1.00E-05,6,14.9138572216034,2.70024609565735,1.28743934631348,0.30693244934082,0.387,0,7.12320232391357
512,0.0001,6,10.6956298351288,3.97868537902832,1.77655577659607,0.308533430099487,0.387,0,7.12320232391357
512,0.001,6,3.8863389492035,4.10965251922607,5.99261116981506,5.02967143058777,0.387,0,7.12320232391357
1024,1.00E-07,6,26.3699707984924,5.21646547317505,1.95322251319885,0.822379350662231,0.903,0,6.16941547393799
1024,1.00E-06,6,17.8355441093445,6.59580564498901,1.92732906341553,0.796827793121338,0.903,0,6.16941547393799
1024,1.00E-05,6,23.5932290554047,4.57510113716126,1.93647980690002,0.808815956115723,0.903,0,6.16941547393799
1024,0.0001,6,13.2438580989837,5.34999752044678,5.42732000350952,23.0485515594482,0.903,0,6.16941547393799
1024,0.001,6,1.9810776710511,11.7598721981049,11.1321918964386,7.64210343360901,0.903,0,6.16941547393799
2048,1.00E-07,6,55.7642543315887,22.6859176158905,3.28863763809204,1.20562744140625,0.824,0,11.0630912780762
2048,1.00E-06,6,101.181342363357,19.5017764568329,3.26367020606995,1.18510413169861,0.824,0,11.0630912780762
2048,1.00E-05,6,72.551936388016,43.5930614471436,4.04035782814026,26.8981049060822,0.824,0,11.0630912780762
2048,0.0001,6,41.387000083923,45.3572142124176,53.2552015781403,28.148631811142,0.824,0,11.0630912780762
2048,0.001,6,3.201557159424,29.6283378601074,19.3121047019958,35.2351307868958,0.824,0,11.0630912780762
4096,1.00E-07,6,438.60301733017,204.084018707275,3.90485548973083,3.7353253364563,3.852,0,11.415664434433
4096,1.00E-06,6,223.03127169609,31.5385539531708,3.87599396705627,6.65687870979309,3.852,0,11.415664434433
4096,1.00E-05,6,48.231288433075,75.098356962204,228.90162229538,135.447326421738,3.852,0,11.415664434433
4096,0.0001,6,159.097347974778,85.4656386375427,157.234975337982,116.184806585312,3.852,0,11.415664434433
4096,0.001,6,11.024296998977,164.527658224106,162.895709037781,97.5632321834564,3.852,0,11.415664434433
8192,1.00E-07,6,1312.88514304161,719.369770526886,11.3925170898438,21.1189856529236,3.87,0,12.4419076442719
8192,1.00E-06,6,1008.1993970871,315.77804684639,57.2165088653564,2164.8255712986,3.87,0,12.4419076442719
8192,1.00E-05,6,554.790146350859,358.109041452408,2257.39751791954,644.069276809692,3.87,0,12.4419076442719
8192,0.0001,6,49.211275100703,405.112130403519,574.41869354248,758.237054824829,3.87,0,12.4419076442719
8192,0.001,6,8.36897063256311,663.015289545059,646.518158435822,552.478585243225,3.87,0,12.4419076442719
512,1.00E-07,7,13.8895175457001,3.86524271965027,1.65305066108704,0.317134380340576,0.341,0,11.6551561355591
512,1.00E-06,7,12.9839220046997,2.10717701911926,1.09390497207642,0.308684110641479,0.341,0,11.6551561355591
512,1.00E-05,7,10.4740526676178,3.00489187240601,1.01623892784119,0.304813623428345,0.341,0,11.6551561355591
512,0.0001,7,6.022189617157,0.528676509857178,0.536500215530396,0.320831537246704,0.341,0,11.6551561355591
512,0.001,7,4.6318390369415,2.79113578796387,4.52750635147095,5.30209088325501,0.341,0,11.6551561355591
1024,1.00E-07,7,39.1666264533997,4.04792308807373,1.94439554214478,1.52179145812988,1.23,0,15.2432758808136
1024,1.00E-06,7,37.3780295848846,5.94716429710388,1.9404354095459,1.5084331035614,1.23,0,15.2432758808136
1024,1.00E-05,7,28.3271901607517,6.81699132919312,2.68206381797791,1.52553391456604,1.23,0,15.2432758808136
1024,0.0001,7,8.135003566742,7.37811064720154,3.82029819488525,19.3272919654846,1.23,0,15.2432758808136
1024,0.001,7,1.50209808349599,3.37221360206604,6.3882474899292,7.33319783210754,1.23,0,15.2432758808136
2048,1.00E-07,7,142.496134757996,21.8674244880676,1.38271975517273,1.92918705940247,1.906,0,11.1521780490875
2048,1.00E-06,7,98.053795814514,22.1648933887482,1.46423983573914,1.95788788795471,1.906,0,11.1521780490875
2048,1.00E-05,7,62.661930561065,25.0054018497467,1.41720390319824,1.99455451965332,1.906,0,11.1521780490875
2048,0.0001,7,61.426351547242,33.6290767192841,28.2197835445404,22.5125410556793,1.906,0,11.1521780490875
2048,0.001,7,1.92140173912003,15.2188265323639,48.0967848300934,35.51393866539,1.906,0,11.1521780490875
4096,1.00E-07,7,570.143200397491,34.1359782218933,5.06850266456604,6.08151245117188,3.749,0,14.5857405662537
4096,1.00E-06,7,424.58979845047,34.4052653312683,6.21376585960388,8.69802761077881,3.749,0,14.5857405662537
4096,1.00E-05,7,417.188257455829,29.9479343891144,44.2622795104981,202.04652094841,3.749,0,14.5857405662537
4096,0.0001,7,83.9187905788401,115.396481513977,70.102429151535,73.4259769916534,3.749,0,14.5857405662537
4096,0.001,7,9.09990906714984,120.548750638962,148.668706893921,162.546601772308,3.749,0,14.5857405662537
8192,1.00E-07,7,2062.46058821678,158.420013427734,10.1935079097748,7.97705483436585,6.791,0,14.106454372406
8192,1.00E-06,7,547.965101003649,169.246227264404,114.431037187576,24.3119666576385,6.791,0,14.106454372406
8192,1.00E-05,7,1837.11848378182,305.75830411911,3.40426254272461,1008.91394424438,6.791,0,14.106454372406
8192,0.0001,7,89.3367331027935,457.781700849533,358.392684936523,698.116225719452,6.791,0,14.106454372406
8192,0.001,7,36.3660075664566,468.116950511932,1161.01556944847,1850.91436958313,6.791,0,14.106454372406
512,1.00E-07,8,15.1365451812744,5.82599258422852,1.4562566280365,1.60065484046936,0.431,0,6.177889585495
512,1.00E-06,8,17.1583786010742,5.60269808769226,2.26716899871826,1.53866004943848,0.431,0,6.177889585495
512,1.00E-05,8,14.9538009166718,3.82193112373352,1.27932667732239,1.78277730941772,0.431,0,6.177889585495
512,0.0001,8,12.1793730258942,4.48114705085754,1.2292754650116,9.99365568161011,0.431,0,6.177889585495
512,0.001,8,6.25047445297241,4.80125117301941,4.07002997398376,4.58097147941589,0.431,0,6.177889585495
1024,1.00E-07,8,38.4854493141174,7.28214764595032,2.78324675559998,1.87948966026306,1.17,0,5.56869101524353
1024,1.00E-06,8,78.6328060626986,7.45521020889282,2.75495028495789,1.84998154640198,1.17,0,5.56869101524353
1024,1.00E-05,8,24.287909030914,8.98726272583008,1.36218881607056,1.88983464241028,1.17,0,5.56869101524353
1024,0.0001,8,20.296019554138,7.87208819389343,13.694703578949,17.9457097053528,1.17,0,5.56869101524353
1024,0.001,8,6.90399575233499,11.9223382472992,11.9648244380951,10.2079484462738,1.17,0,5.56869101524353
2048,1.00E-07,8,159.465698719025,20.0459806919098,5.23934555053711,2.6171019077301,1.783,0,9.44015669822693
2048,1.00E-06,8,155.285003185272,20.3449206352234,4.6423511505127,2.59825229644775,1.783,0,9.44015669822693
2048,1.00E-05,8,80.13616156578,25.6365542411804,4.82572889328003,139.442697286606,1.783,0,9.44015669822693
2048,0.0001,8,25.842641830445,30.9818804264069,25.2023210525513,22.0413870811462,1.783,0,9.44015669822693
2048,0.001,8,5.73393774032598,32.0049819946289,23.7983965873718,25.5059897899628,1.783,0,9.44015669822693
4096,1.00E-07,8,630.229320526123,25.6148128509521,2.586510181427,15.3087701797485,2.985,0,13.0427389144897
4096,1.00E-06,8,489.989428997037,47.3554563522339,2.6100652217865,13.5047709941864,2.985,0,13.0427389144897
4096,1.00E-05,8,136.98465871811,94.4164254665375,231.761900424957,253.390611410141,2.985,0,13.0427389144897
4096,0.0001,8,90.0485486984301,92.5215768814087,67.7955701351166,115.068815231323,2.985,0,13.0427389144897
4096,0.001,8,18.37673258781,96.1440694332123,94.9006309509277,121.360487699509,2.985,0,13.0427389144897
8192,1.00E-07,8,2930.64047551155,111.536734819412,15.3355767726898,51.7330582141876,8.212,0,10.8270926475525
8192,1.00E-06,8,974.793421745301,204.704803228378,18.7273128032684,3054.55581212044,8.212,0,10.8270926475525
8192,1.00E-05,8,1207.13320875168,419.392150878906,680.74258685112,457.948909044266,8.212,0,10.8270926475525
8192,0.0001,8,87.3335771560678,663.996279239655,252.520626306534,859.921361684799,8.212,0,10.8270926475525
8192,0.001,8,48.7287621498135,679.135081529617,583.713330984116,876.080024003983,8.212,0,10.8270926475525
512,1.00E-07,9,28.8774275779724,3.12339234352112,1.17465615272522,0.312671422958374,0.394,0,9.20473766326905
512,1.00E-06,9,19.9830820560456,1.84094142913818,0.735256433486939,0.306074380874634,0.394,0,9.20473766326905
512,1.00E-05,9,15.4629235267639,2.90624094009399,0.713703870773315,0.30288290977478,0.394,0,9.20473766326905
512,0.0001,9,11.5145998001098,3.39947175979614,2.47909140586853,0.307945013046265,0.394,0,9.20473766326905
512,0.001,9,3.64425492286681,3.49051141738892,5.27951812744141,4.6359179019928,0.394,0,9.20473766326905
1024,1.00E-07,9,48.681649684906,4.00823283195496,1.60186791419983,1.7135226726532,1.079,0,22.2453637123108
1024,1.00E-06,9,41.2473821640015,2.57562208175659,1.61251068115234,1.6800377368927,1.079,0,22.2453637123108
1024,1.00E-05,9,33.4064002037045,5.87974309921265,1.67638444900513,2.36852669715881,1.079,0,22.2453637123108
1024,0.0001,9,16.127772331238,5.37509393692017,4.40360593795776,23.6059491634369,1.079,0,22.2453637123108
1024,0.001,9,3.71329879760799,5.51921963691711,8.84786915779114,8.46023297309876,1.079,0,22.2453637123108
2048,1.00E-07,9,165.461945533752,6.92866730690002,3.54048204421997,3.24400806427002,2.314,0,17.6198027133942
2048,1.00E-06,9,94.502437353135,7.43258929252625,3.81824994087219,3.20427584648132,2.314,0,17.6198027133942
2048,1.00E-05,9,92.891981601715,23.2301781177521,6.45976138114929,4.53232979774475,2.314,0,17.6198027133942
2048,0.0001,9,79.776471376419,9.05295634269714,24.0043530464172,35.2622883319855,2.314,0,17.6198027133942
2048,0.001,9,7.42738151550304,33.6055781841278,31.939478635788,30.3209192752838,2.314,0,17.6198027133942
4096,1.00E-07,9,770.19996714592,59.8693444728851,2.23900628089905,10.1977474689484,3.366,0,17.4781079292297
4096,1.00E-06,9,704.27445411682,87.9446728229523,2.23377251625061,14.2102606296539,3.366,0,17.4781079292297
4096,1.00E-05,9,226.41067767143,101.766824245453,2.66317272186279,188.490686178207,3.366,0,17.4781079292297
4096,0.0001,9,181.14075040818,124.036014795303,94.915102481842,70.6477665901184,3.366,0,17.4781079292297
4096,0.001,9,14.1659886836999,111.542812585831,182.3497838974,241.611059188843,3.366,0,17.4781079292297
8192,1.00E-07,9,3523.27305483818,425.818976640701,30.2114443778992,30.8801367282867,6.826,0,26.4467916488647
8192,1.00E-06,9,1022.376516819,442.780372619629,87.5203406810761,543.784157991409,6.826,0,26.4467916488647
8192,1.00E-05,9,757.538141727452,826.991814851761,793.678230285645,607.807875871658,6.826,0,26.4467916488647
8192,0.0001,9,88.3595635890933,1076.6411678791,836.429365634918,855.676708698273,6.826,0,26.4467916488647
8192,0.001,9,32.3000514507275,1042.0507349968,1079.43491148949,1419.15913653374,6.826,0,26.4467916488647
512,1.00E-07,10,47.3148169517517,3.83524012565613,5.28711462020874,5.17581701278687,0.379,0,27.0340533256531
512,1.00E-06,10,28.2263216972351,1.33456087112427,1.33492136001587,2.77545976638794,0.379,0,27.0340533256531
512,1.00E-05,10,16.8726189136505,1.26691055297852,1.07988286018372,1.26783919334412,0.379,0,27.0340533256531
512,0.0001,10,13.8228688240047,1.29799222946167,1.09484457969666,1.95742225646973,0.379,0,27.0340533256531
512,0.001,10,4.150359630585,2.45117449760437,4.80771517753601,4.81604075431824,0.379,0,27.0340533256531
1024,1.00E-07,10,61.3685598373413,12.2669336795807,2.31448316574097,4.08902025222778,0.711,0,29.8898556232452
1024,1.00E-06,10,82.4874930381777,0.740616083145142,1.63525629043579,2.36491441726685,0.711,0,29.8898556232452
1024,1.00E-05,10,34.513054847717,0.77126407623291,1.7099723815918,2.76798915863037,0.711,0,29.8898556232452
1024,0.0001,10,22.674793958664,4.10282278060913,2.55965304374695,11.4250073432922,0.711,0,29.8898556232452
1024,0.001,10,6.84936213493302,6.84109663963318,16.2292330265045,17.8417096138001,0.711,0,29.8898556232452
2048,1.00E-07,10,167.822504520416,1.30269193649292,2.97057032585144,5.70587992668152,1.615,0,33.7212383747101
2048,1.00E-06,10,215.980777978897,1.26146125793457,4.32938194274902,5.49045896530151,1.615,0,33.7212383747101
2048,1.00E-05,10,88.46651005745,2.18364405632019,33.6637456417084,4.91515779495239,1.615,0,33.7212383747101
2048,0.0001,10,37.485825777054,22.6890947818756,38.1110305786133,50.6644477844238,1.615,0,33.7212383747101
2048,0.001,10,10.837783813476,53.0730035305023,69.9750280380249,64.1576294898987,1.615,0,33.7212383747101
4096,1.00E-07,10,1227.16945385933,2.51714110374451,7.04279041290283,15.1070096492767,3.471,0,27.5871684551239
4096,1.00E-06,10,674.59636378288,2.474933385849,12.2919738292694,15.0724987983704,3.471,0,27.5871684551239
4096,1.00E-05,10,281.08976173401,83.6373152732849,26.4701015949249,159.90772986412,3.471,0,27.5871684551239
4096,0.0001,10,68.7962255477901,119.502460002899,74.3206164836884,198.142857074738,3.471,0,27.5871684551239
4096,0.001,10,38.6625213623101,81.1296377182007,151.4974796772,321.518129587173,3.471,0,27.5871684551239
8192,1.00E-07,10,4077.67952084542,4.63090252876282,38.5275142192841,46.1441953182221,6.943,0,27.7184617519379
8192,1.00E-06,10,3897.99090147018,5.01641774177551,32.093719959259,336.862200736999,6.943,0,27.7184617519379
8192,1.00E-05,10,635.689845800395,372.153427600861,1168.27476263046,228.269060611725,6.943,0,27.7184617519379
8192,0.0001,10,313.321926593783,307.011003494263,895.1550385952,461.999265670776,6.943,0,27.7184617519379
8192,0.001,10,32.1065137386322,455.060656309128,852.040062904358,4161.13841199875,6.943,0,27.7184617519379
